#{"t_start": 1611252516.492239, "env_id": "CartPole-v1"}
r,l,t
32.0,32,5.696912
20.0,20,12.798342
14.0,14,13.358991
18.0,18,13.447952
12.0,12,13.489947
12.0,12,13.909231
14.0,14,13.962868
11.0,11,14.404469
15.0,15,14.461753
15.0,15,15.011323
27.0,27,15.123631
11.0,11,15.700981
9.0,9,15.735978
9.0,9,15.768196
10.0,10,16.187082
10.0,10,16.225079
10.0,10,16.276104
10.0,10,16.716333
11.0,11,16.756136
10.0,10,16.796113
9.0,9,17.219972
9.0,9,17.251963
10.0,10,17.293959
10.0,10,17.333338
10.0,10,17.791025
9.0,9,17.827025
9.0,9,17.879025
9.0,9,18.370765
9.0,9,18.419696
9.0,9,18.472991
10.0,10,18.530237
