#{"t_start": 1611252516.4682586, "env_id": "CartPole-v1"}
r,l,t
24.0,24,5.674105
25.0,25,12.803329
12.0,12,12.871325
12.0,12,13.419971
17.0,17,13.493927
24.0,24,13.95585
9.0,9,13.989874
11.0,11,14.431448
14.0,14,14.484732
11.0,11,14.525733
19.0,19,15.099296
12.0,12,15.146612
10.0,10,15.718964
9.0,9,15.755959
10.0,10,15.792176
10.0,10,16.210057
9.0,9,16.244057
10.0,10,16.296083
10.0,10,16.736289
10.0,10,16.771096
10.0,10,16.811095
9.0,9,16.846102
10.0,10,17.270936
10.0,10,17.31296
9.0,9,17.346936
10.0,10,17.805006
9.0,9,17.842004
10.0,10,17.896006
8.0,8,18.378744
10.0,10,18.436677
9.0,9,18.492972
8.0,8,18.532273
