#{"t_start": 1617020887.036875, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
20.065465,20,2.962156
17.728326,9,3.134264
28.833941,27,3.628707
16.040929,10,3.781636
20.868937,16,4.022108
15.702886,11,4.189806
14.510725,11,4.381544
22.365519,19,4.672294
15.220842,8,4.793007
26.370195,19,5.08487
20.889354,16,5.324468
23.709044,18,5.592637
16.969526,11,5.767853
16.096413,9,5.903225
18.581204,14,6.119162
22.10183,16,6.359597
14.391134,9,6.499786
26.080193,21,6.859883
22.899731,17,7.154731
13.587855,8,7.283978
23.668959,17,7.565157
21.278149,20,7.878464
19.814601,19,8.191397
13.108613,8,8.333042
18.956815,11,8.520025
15.406309,9,8.668658
19.985448,13,8.87171
22.310604,21,9.196237
16.716563,10,9.347605
17.959312,12,9.529577
16.950766,11,9.695797
21.295837,16,9.941018
18.928113,12,10.154615
26.954099,22,10.523762
18.010042,15,10.769574
26.894421,22,18.680658
13.427219,7,18.792153
21.343046,17,19.078041
26.050795,17,19.369586
29.68396,28,19.903978
20.251225,19,20.211411
18.996493,12,20.615528
17.530593,15,20.876308
18.46783,13,21.093346
20.387751,15,21.321543
18.570426,17,21.608196
26.575185,23,21.987213
31.856919,32,22.525608
21.827482,18,22.826746
22.301168,17,23.104234
20.61501,18,23.375635
17.943811,11,23.5488
18.722832,13,23.752101
22.041906,15,23.988319
24.671479,16,24.238592
16.823217,9,24.375516
17.559613,11,24.556708
14.509387,8,24.693682
13.945455,8,24.844151
16.140698,11,25.049857
16.476615,11,25.240166
16.085651,9,25.395503
25.604407,23,25.788171
18.705402,14,26.008474
16.033451,10,26.159298
27.894327,26,26.549159
15.407896,8,26.66964
16.541355,9,26.804928
22.833886,16,27.070043
17.664512,11,33.684901
26.615792,23,34.058739
27.177309,21,34.390466
28.272069,23,34.742686
21.350363,22,35.094262
21.64525,21,35.432256
20.976036,18,35.707642
22.175586,15,35.935094
24.784286,17,36.210024
21.022852,17,36.467678
23.417039,20,36.772332
24.698215,25,37.541773
22.059543,15,37.789886
26.233465,24,38.167847
19.25344,15,38.405226
23.109502,19,38.69997
22.382646,18,38.981599
36.590237,32,39.516598
14.582563,9,39.654346
24.96974,19,39.976846
19.80923,14,40.216843
20.098544,18,40.490067
24.889971,20,40.787433
28.8464,29,41.249719
24.86001,26,41.640996
23.054684,18,41.922565
30.261066,27,49.19544
21.927309,18,49.498505
34.071462,35,50.042425
16.996426,12,50.242655
26.389676,26,50.670895
16.476774,11,50.836512
21.532311,21,51.17629
28.943476,26,51.60864
16.130478,10,51.774803
28.430781,25,52.170203
23.797649,24,52.549375
25.191255,19,52.835641
20.506847,16,53.080659
16.632454,11,53.244727
21.2558,18,53.519144
29.561995,21,53.827679
16.374248,13,54.019366
19.837588,13,54.831872
21.150827,19,55.133714
20.78637,15,55.393581
29.339604,27,55.844826
28.189895,23,56.223272
21.379573,19,56.543928
25.496047,18,56.828227
13.952562,9,56.967055
21.97266,19,57.27696
22.357986,29,64.649436
64.630107,71,65.726559
43.900532,45,66.449605
33.593222,29,66.925201
49.143036,44,67.589074
29.022335,31,68.073342
54.67561,58,69.031446
34.595175,28,69.494693
23.575122,22,69.855935
25.281354,23,70.211169
26.920729,24,70.597932
15.451168,14,70.810319
23.54778,23,71.156347
18.961467,27,71.573081
22.703104,19,72.417511
36.931419,39,73.1004
60.176986,58,80.406261
23.706411,19,80.697975
25.869136,24,81.078045
28.898003,25,81.449954
52.736855,52,82.2459
29.984411,29,82.675367
24.310555,20,83.005086
27.149678,24,83.407682
42.596478,54,84.281126
25.877762,31,84.795033
27.905004,29,85.235349
22.522525,26,85.621121
25.396119,21,85.940849
30.321609,25,86.349885
23.49235,18,86.633056
34.843791,27,87.059599
32.932619,31,87.537633
47.526197,49,94.622369
29.846971,68,96.622574
74.386154,77,97.855455
43.695137,37,98.484504
39.815872,60,99.421852
28.140486,30,99.877504
28.996107,26,100.275744
18.892297,13,100.469322
36.456807,36,101.026258
34.530958,67,102.19979
44.186338,41,102.883158
74.615057,76,110.927237
63.720747,61,111.901598
62.128151,70,113.869229
36.475606,35,114.424523
69.767493,58,115.320585
25.833646,31,115.788454
38.019779,55,116.627325
39.101982,35,117.161849
34.433567,64,118.125851
48.198927,76,126.163445
59.226611,51,127.015442
59.429652,62,127.982593
28.963184,64,128.937463
28.957871,39,129.532886
75.378127,69,131.686332
71.943614,68,132.766671
65.944614,113,134.560736
59.227765,70,142.60023
24.981516,19,142.896068
87.662703,120,145.303199
83.505966,75,146.604361
77.027218,112,148.524468
46.714732,91,151.565124
63.060125,100,159.703334
73.091289,73,160.838538
129.613863,156,163.372612
67.647908,53,164.222832
80.062777,78,165.561827
140.604812,188,176.565081
28.33359,57,177.436029
86.672597,82,178.769458
73.414152,68,179.928106
37.04287,91,181.47061
60.047772,48,182.272191
38.29035,107,190.74509
26.516086,50,191.553638
54.112575,51,193.291733
84.041738,161,195.787751
56.319511,155,198.174641
58.00702,53,198.995091
75.642484,59,206.514068
71.442031,66,207.547406
100.846962,99,210.22124
31.184432,38,210.827132
53.606988,103,212.494674
141.196318,231,223.086877
58.148845,52,223.939662
78.690079,76,225.19162
60.069579,55,226.066589
62.142862,62,227.10177
86.48661,99,229.901046
45.960722,63,230.942657
63.692164,54,238.413645
68.502951,67,239.482908
86.616306,187,242.409173
64.657123,62,243.413456
67.68536,56,244.353987
69.81246,64,246.065474
32.607332,88,254.150369
44.141267,84,255.441386
79.110903,73,256.595124
88.302138,111,258.333097
87.077285,84,259.652101
109.683777,115,261.509222
81.051172,78,270.154433
84.1006,141,272.436289
89.927569,104,274.060779
61.737995,57,274.929635
97.087263,95,276.456435
76.873386,79,284.244157
82.867714,81,285.55167
79.710963,71,287.491165
69.407234,78,288.712134
45.456118,90,290.138293
79.322164,67,291.155718
87.319004,92,299.210074
68.814203,60,300.222935
81.012319,72,301.333982
96.437081,88,302.672807
95.906125,78,304.775955
68.671839,62,305.792886
66.417521,76,307.025604
87.023749,81,315.187997
86.65546,93,316.771798
88.181602,85,318.128247
110.071932,107,319.919317
76.988195,68,321.051186
87.58095,77,323.730431
85.41624,72,331.44155
97.087985,80,332.689816
15.578717,66,333.710256
78.85338,63,334.666253
73.231991,54,335.498641
103.68265,89,336.896538
121.290594,124,338.930679
108.737479,106,348.51304
99.450753,102,350.138568
