#{"t_start": 1613728923.9415426, "env_id": "HopperBulletEnv-v0"}
r,l,t
19.354751,13,5.39287
49.814613,39,6.385869
37.716201,28,7.126865
20.994478,13,7.650459
31.352227,19,8.642461
28.029913,14,9.142457
36.071817,21,9.68546
29.395244,14,10.050457
33.199722,20,10.579459
21.786062,9,10.824461
47.36308,31,11.64446
33.902244,27,12.398458
28.070027,16,12.814456
25.56951,15,13.202468
37.072822,20,13.722458
20.527483,7,13.911454
26.886713,14,14.278456
29.191933,19,14.766459
16.553316,6,14.92346
29.623056,15,15.324459
17.038399,7,15.512456
39.116071,21,16.054456
34.247731,19,16.552457
36.879643,24,17.16947
20.658254,8,17.383459
16.793214,13,17.71746
30.561285,18,18.189461
26.372982,12,18.510456
29.296536,14,18.948457
