#{"t_start": 1606428318.790229, "env_id": "MinitaurBulletEnv-v0"}
r,l,t
-0.357896,215,26.790591
-0.953265,579,53.346092
-1.128115,418,72.786885
-1.327498,646,143.571352
-0.429519,110,149.008833
-0.44763,225,175.84049
-0.221594,113,181.05652
-0.558367,335,232.163373
-1.095376,672,262.927085
-0.494966,414,282.175205
-0.447837,211,326.660978
-0.206439,74,330.15715
-0.231153,175,353.726172
0.004885,73,357.279112
-0.115266,329,373.278506
-0.266219,137,379.32824
0.100969,571,437.97138
0.052523,273,451.083476
-0.06972,649,496.384223
0.435643,262,542.430815
1.031419,550,568.249915
-0.047892,140,574.804999
-0.00987,250,586.793355
-0.210004,159,627.736358
0.344703,299,641.484489
4e-06,57,644.215629
0.199144,474,682.127339
0.21156,193,692.150962
-0.017471,45,694.474076
0.05299,76,698.049953
0.572017,433,732.842651
0.057744,115,739.046152
-0.0201,59,741.696547
0.026987,89,746.149076
0.089848,344,762.436465
0.561272,275,789.299281
0.168364,151,796.929431
-0.001507,81,816.553934
-0.004863,40,818.473665
-0.034258,36,820.239784
0.026984,71,823.901233
0.102715,106,829.278816
0.051098,77,833.148357
0.099524,79,837.548768
0.321227,260,850.387197
0.14462,174,859.791384
0.04538,41,861.694787
0.115087,252,879.172278
0.19834,118,885.204786
0.278687,142,893.073112
0.197658,81,897.620333
0.098752,80,901.928696
-0.00112,33,903.651382
0.134765,122,910.19843
0.293465,85,914.420243
0.263705,75,918.411827
0.706343,280,947.705996
0.032735,29,949.534446
-0.023782,72,970.152604
0.146512,86,974.765208
0.150886,52,977.399856
1.5e-05,88,982.096797
0.109885,166,990.392113
0.156127,74,994.112231
0.056794,50,996.839319
0.325415,289,1011.801463
0.286854,90,1016.629751
0.083703,71,1020.484981
0.584396,206,1031.008379
0.113128,41,1033.146523
0.305233,164,1058.527159
0.131531,86,1062.720641
0.751756,237,1075.101669
0.158971,77,1079.294485
1.054516,485,1119.635452
0.028047,35,1121.523337
0.594469,150,1129.22887
1.280605,380,1186.101866
0.259706,108,1191.750308
