#{"t_start": 1613729439.3507626, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
21.214091,22,5.897962
16.831772,10,6.27896
15.156504,9,6.613959
25.180048,24,7.598967
17.451697,10,8.557481
17.416293,10,9.025483
15.736798,10,9.397487
24.742191,22,10.210477
24.861795,18,10.865485
23.023518,20,11.592481
24.962641,20,12.332477
20.819048,16,12.925507
20.544073,12,13.349499
19.190791,14,13.87048
20.508433,13,14.346481
24.388785,18,15.023479
30.050925,29,16.088477
24.150251,19,16.838476
13.882708,8,17.136483
12.033135,7,17.400494
24.430243,19,18.108484
18.135095,11,18.522476
24.190612,23,19.375477
25.065304,20,20.106479
17.695055,14,20.682484
16.474861,10,21.055479
16.717258,10,21.433481
16.253943,10,21.813482
22.899594,23,22.688478
22.886837,19,23.3905
16.665023,10,23.760482
17.47134,12,24.203483
20.045075,12,24.642482
