#{"t_start": 1613729439.3297708, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
24.971931,21,5.869949
19.039726,13,6.36695
19.545538,16,6.954964
23.97129,18,7.887472
16.078149,10,8.688469
20.746965,14,9.293469
21.400989,16,9.890471
26.002871,20,10.621467
16.326462,9,10.952488
21.751464,15,11.490494
13.438612,7,11.755471
24.170509,19,12.455476
23.884741,16,13.043475
21.427593,14,13.545472
19.199046,14,14.06447
16.045439,12,14.510472
17.602202,13,14.996477
18.524879,11,15.404476
18.476546,13,15.887472
16.627248,10,16.278473
15.402207,8,16.585471
23.691673,17,17.221488
21.739112,15,17.787494
21.037166,15,18.351468
21.548913,18,19.014473
18.016837,10,19.388472
15.298445,11,19.794471
23.846203,18,20.458469
19.788336,13,20.991488
19.198968,12,21.44447
19.930571,14,21.978473
26.710831,19,22.698478
18.370351,16,23.293472
13.727402,8,23.588492
15.436706,10,23.957488
18.0539,11,24.357476
